File Name,ahashdiff,dhashdiff,percent,ahashdiffOtsu,label
14a890202k0_L13_0123b_012610a_395_0_ROI0_OPOK.png,54,29,0.12203125,56,NG
14a890202k0_L13_0123b_012610a_399_1_ROI0_OPOK.png,13,27,0.07651515151515151,13,NG
14a890202k0_L13_0123b_012610a_405_1_ROI0_OPOK.png,9,24,0.10129310344827586,9,NG
14a890202k0_L13_0123b_012610a_416_0_ROI0_OPOK.png,54,26,0.07015625,58,NG
14a890202k0_L13_0123b_012610a_418_1_ROI0_OPOK.png,54,26,0.06765625,59,NG
14a890202k0_L13_0123b_012610a_426_5_ROI1_OPOK.png,7,29,0.13729508196721313,7,NG
14a890202k0_L13_0123b_012610a_49_0_ROI0_OPOK.png,15,23,0.1335820895522388,15,NG
14a890202k0_L13_0123b_012610a_62_0_ROI0_OPOK.png,50,31,0.04421875,61,NG
14a890202k0_L13_0123b_012610a_74_0_ROI0_OPOK.png,54,28,0.04953125,60,NG
14a890202k0_L13_0123b_012610a_81_0_ROI0_OPOK.png,52,26,0.05640625,60,NG
14a890202k0_L4_0123b_012507b_54_17_ROI0_OPOK.png,53,26,0.0421875,62,NG
14a890202k0_L4_0123b_012507b_63_2_ROI0_OPOK.png,45,29,0.28171875,45,NG
14a890202k0_L4_0123b_012507b_64_6_ROI0_OPOK.png,15,23,0.23633224630730865,14,NG
14a890202k0_L4_0123b_012613a_129_2_ROI0_OPOK.png,2,15,0.06680327868852459,2,NG
14a890202k0_L4_0123b_012613a_144_6_ROI0_OPOK.png,52,26,0.148125,54,NG
14a890202k0_L4_0123b_012613a_144_7_ROI0_OPOK.png,54,29,0.0478125,61,NG
14a890202k0_L4_0123b_012613a_168_1_ROI0_OPOK.png,52,26,0.0334375,62,NG
14a890202k0_L4_0123b_012613a_343_6_ROI0_OPOK.png,26,20,0.5883620689655172,26,NG
14a890202k0_L4_0123b_012613a_344_5_ROI0_OPOK.png,38,27,0.38171875,38,NG
14a890202k0_L4_0123b_012613a_344_8_ROI0_OPOK.png,33,34,0.44046875,33,NG
14a890202k0_L4_0123b_012613a_345_11_ROI1_OPOK.png,48,33,0.1746875,51,NG
14a890202k0_L4_0123b_012613a_356_9_ROI0_OPOK.png,52,26,0.0434375,61,NG
14a890202k0_L6_0123b_012616a_142_3_ROI0_OPOK.png,15,21,0.3741214633267255,15,NG
14a890202k0_L6_0123b_012616a_154_71_ROI0_OPOK.png,19,24,1.8795379537953796,19,NG
14a890202k0_L6_0123b_012616a_155_25_ROI0_OPOK.png,19,27,0.573936170212766,42,NG
14a890202k0_L6_0123b_012616a_159_36_ROI0_OPOK.png,30,25,2.054838709677419,30,NG
14a890202k0_L6_0123b_012616a_162_23_ROI0_OPOK.png,23,25,1.077148958889482,23,NG
14a890202k0_L6_0123b_012616a_184_17_ROI0_OPOK.png,9,35,0.16979166666666667,8,NG
14a890202k0_L6_0123b_012616a_190_7_ROI2_OPOK.png,6,18,0.14634864546525325,3,NG
14a890202k0_L6_0123b_012616a_242_50_ROI0_OPOK.png,32,26,1.5964546402502606,34,NG
14a890202k0_L6_0123b_012616a_280_27_ROI0_OPOK.png,28,20,1.2212121212121212,27,NG
14a890202k0_L6_0123b_012616a_292_32_ROI0_OPOK.png,25,17,2.1057652426379097,23,NG
14a890202k0_L6_0123b_012616a_293_32_ROI0_OPOK.png,37,22,1.530587150322779,36,NG
14a890202k0_L7_0123b_012616a_162_95_ROI0_OPOK.png,34,25,1.667461579226285,34,NG
14a890202k0_L7_0123b_012616a_213_104_ROI0_OPOK.png,27,30,1.6335978835978835,27,NG
14a890202k0_L7_0123b_012616a_213_59_ROI0_OPOK.png,17,34,1.3384016973125885,24,NG
14haw62a1_L10_0_0801b_11_16.png,12,19,0.6099964801126364,12,NG
14haw62a1_L10_0_0801b_12_24.png,12,19,0.5545787545787546,12,NG
14haw62a1_L10_0_0801b_15_12.png,15,4,0.6128550074738416,18,NG
14haw62a1_L10_0_0801b_17_11.png,16,6,0.5666765666765666,19,NG
14haw62a1_L10_0_0801b_17_14.png,21,18,0.6468015308911974,28,NG
14haw62a1_L10_0_0801b_17_16.png,18,9,0.5876820388349514,19,NG
14haw62a1_L10_0_0801b_17_32.png,11,8,0.45248868778280543,14,NG
14haw62a1_L10_0_0801b_19_24.png,24,18,0.7225701061802341,29,NG
14haw62a1_L10_0_0801b_19_56.png,15,11,0.5230250842381131,19,NG
14haw62a1_L10_0_0801b_20_14.png,20,14,0.6506942553770759,27,NG
14haw62a1_L10_0_0801b_21_13.png,21,9,0.7029376498800959,25,NG
14haw62a1_L10_0_0801b_21_18.png,18,6,0.6270270270270271,12,NG
14haw62a1_L10_0_0801b_21_45.png,21,13,0.6619597774925118,22,NG
14haw62a1_L10_0_0801b_21_50.png,17,9,0.4790645039607695,18,NG
14haw62a1_L10_0_0801b_22_15.png,20,6,0.5846016114592659,16,NG
14haw62a1_L10_0_0801b_22_65.png,13,10,0.4787195343761368,14,NG
14haw62a1_L10_0_0801b_23_17.png,24,19,0.7182139940103458,30,NG
14haw62a1_L10_0_0801b_23_18.png,22,8,0.4564303726534043,25,NG
14haw62a1_L10_0_0801b_23_19.png,18,8,0.6067961165048543,23,NG
14haw62a1_L10_0_0801b_23_57.png,11,12,0.5711531045121481,16,NG
14haw62a1_L10_0_0801b_23_61.png,21,8,0.503223726627982,19,NG
14haw62a1_L10_0_0801b_23_62.png,14,10,0.5634095634095634,20,NG
14haw62a1_L10_0_0801b_23_70.png,9,5,0.6154533273782938,9,NG
14haw62a1_L10_0_0801b_24_25.png,18,8,0.5807038834951457,26,NG
14haw62a1_L10_0_0801b_24_31.png,14,9,0.555976430976431,19,NG
14haw62a1_L10_0_0801b_24_60.png,9,8,0.47005911076844,11,NG
14haw62a1_L10_0_0801b_25_49.png,11,13,0.5972901768912308,12,NG
14haw62a1_L10_0_0801b_26_26.png,7,4,0.6363636363636364,8,NG
14haw62a1_L10_0_0801b_26_37.png,10,9,0.5559006211180124,8,NG
14haw62a1_L10_0_0801b_26_44.png,16,7,0.5231684408265498,20,NG
14haw62a1_L10_0_0801b_26_51.png,7,4,0.6248325145154087,8,NG
14haw62a1_L10_0_0801b_27_54.png,16,7,0.48901808785529716,19,NG
14haw62a1_L10_0_0801b_27_59.png,15,13,0.4886407393145938,18,NG
14haw62a1_L10_0_0801b_28_26.png,18,10,0.5652173913043478,20,NG
14haw62a1_L10_0_0801b_28_62.png,14,8,0.5470657739267428,8,NG
14haw62a1_L10_0_0801b_29_41.png,12,10,0.6263399693721287,13,NG
14haw62a1_L10_0_0801b_2_15.png,25,20,0.7142083897158322,31,NG
14haw62a1_L10_0_0801b_32_26.png,17,12,0.5143513203214696,19,NG
14haw62a1_L10_0_0801b_34_42.png,17,9,0.5241803278688525,19,NG
14haw62a1_L10_0_0801b_35_34.png,10,10,0.5360615883306321,10,NG
14haw62a1_L10_0_0801b_39_38.png,13,15,0.5780718336483932,9,NG
14haw62a1_L10_0_0801b_40_34.png,16,10,0.5099736544975536,20,NG
14haw62a1_L10_0_0801b_40_44.png,14,10,0.6042307692307692,9,NG
14haw62a1_L10_0_0801b_40_51.png,11,12,0.553182751540041,11,NG
14haw62a1_L10_0_0801b_42_32.png,21,19,0.5694254445964432,25,NG
14haw62a1_L10_0_0801b_42_40.png,16,15,0.6551292743953294,22,NG
14haw62a1_L10_0_0801b_42_47.png,13,6,0.6126126126126126,21,NG
14haw62a1_L10_0_0801b_42_49.png,13,9,0.5424099017109574,19,NG
14haw62a1_L10_0_0801b_43_16.png,17,8,0.46674119619899385,22,NG
14haw62a1_L10_0_0801b_43_27.png,15,30,0.5802723895996699,21,NG
14haw62a1_L10_0_0801b_43_49.png,17,20,0.4716681776971895,17,NG
14haw62a1_L10_0_0801b_43_54.png,20,12,0.5918614020950846,20,NG
14haw62a1_L10_0_0801b_45_18.png,19,12,0.5937048801617095,24,NG
14haw62a1_L10_0_0801b_45_25.png,21,9,0.6186594202898551,22,NG
14haw62a1_L10_0_0801b_45_27.png,13,26,0.5494912118408881,18,NG
14haw62a1_L10_0_0801b_45_34.png,12,11,0.7380952380952381,18,NG
14haw62a1_L10_0_0801b_48_26.png,15,14,0.589041095890411,20,NG
14haw62a1_L10_0_0801b_48_31.png,16,9,0.5446165191740413,18,NG
14haw62a1_L10_0_0801b_6_17.png,14,16,0.6490110626885686,14,NG
16h8wl9a4_L1_2_0803b_117_3.png,22,15,0.5694603903559128,19,NG
16h8wl9a4_L1_2_0803b_153_3.png,27,20,0.69413813116657,24,NG
16h8wl9a4_L8_2_0803b_127_13.png,15,6,0.37645847632120794,18,NG
16h8wx3a2_L8_0_0729a_25_25.png,21,20,0.571677813317825,18,NG
16h8wx3a2_L8_0_0729a_25_26.png,30,23,0.9349334875650666,25,NG
16h8wx3a2_L8_0_0729a_26_11.png,17,25,0.7484240687679083,21,NG
16h8wx3a2_L8_0_0729a_35_10.png,22,20,0.6740826350765675,22,NG
16h8wx3a2_L8_0_0729a_38_10.png,21,20,0.6972769409038239,20,NG
16h8wx3a2_L8_0_0729a_38_11.png,20,22,0.6377930245854774,21,NG
16h8wx3a2_L8_0_0729a_39_7.png,19,22,0.6258931123178051,20,NG
16h8wx3a2_L8_0_0729a_49_16.png,18,23,0.6463944396177237,17,NG
16h8wx3a2_L8_0_0729a_49_17.png,20,25,0.5555238367113903,18,NG
16h8wx3a2_L8_0_0729a_49_18.png,19,22,0.636830102622577,21,NG
16h8wx3a2_L8_0_0729a_49_19.png,29,24,0.8616856256463289,26,NG
16h8wx3a2_L8_0_0730b_5_13.png,18,21,0.49694783573806883,17,NG
16h8wx3a2_L8_0_0730b_5_14.png,14,22,0.555374149659864,16,NG
16h8wx3a2_L8_0_0730b_5_4.png,23,20,0.6505228398458999,24,NG
18hawx0b6_L10_0_0730b_22_14.png,17,23,0.5870206489675516,16,NG
18hawx0b6_L10_0_0730b_5_23.png,28,20,0.6790839694656489,24,NG
18hawx0b6_L10_0_0730b_5_35.png,24,21,0.5981571538264653,24,NG
18hawx0b6_L10_0_0730b_5_50.png,20,18,0.5798769066095799,15,NG
18hawx0b6_L10_0_0730b_6_8.png,26,22,0.8789028304639627,26,NG
18hawx0b6_L1_0_0730b_28_7.png,17,14,0.44724104549854793,17,NG
18hawx0b6_L1_0_0730b_5_34.png,16,7,0.5851898336994038,22,NG
18hawx0b6_L1_0_0730b_5_35.png,19,22,0.5716401332839689,25,NG
18hawx0b6_L1_0_0730b_5_36.png,10,16,0.6723463687150838,9,NG
18hawx0b6_L1_0_0730b_5_9.png,11,14,0.584303937881309,11,NG
18hawx0b6_L1_0_0730b_6_12.png,25,15,0.5496129486277269,23,NG
18hawx0b6_L1_0_0730b_6_37.png,22,19,0.7130456349206349,25,NG
18hawx0b6_L1_0_0730b_9_15.png,23,12,0.711864406779661,26,NG
18hawx0b6_L1_0_0730b_9_16.png,25,17,0.8089523191696399,27,NG
18hawx0b6_L1_0_0730b_9_25.png,28,20,0.6532060027285129,25,NG
18hawx0b6_L1_0_0730b_9_29.png,9,16,0.6504313943779572,12,NG
18hawx0b6_L1_0_0730b_9_34.png,22,15,0.6267992672075373,16,NG
18hawx0b6_L1_0_0730b_9_8.png,19,4,0.6249605055292259,23,NG
20m8w76a3_L8_0_0801b_31_10.png,15,23,0.9901785714285715,17,NG
20m8w76a3_L8_0_0801b_31_35.png,4,16,0.6239460370994941,4,NG
20m8w76a3_L8_0_0801b_32_6.png,7,11,0.5638031693077564,9,NG
2450ap020001a3e_GBL_1_4-30_104_25.png,16,13,0.5590062111801242,16,NG
2450ap020001a3e_GBL_1_4-30_41_164.png,33,32,0.9860557768924303,35,NG
2450ap020001a3e_GBL_1_4-30_41_196.png,25,18,0.9680981595092024,34,NG
2450ap020001a3e_GBL_1_4-30_41_212.png,42,35,100.0,41,NG
2450ap020001a3e_GBL_1_4-30_41_219.png,23,24,100.0,24,NG
2450ap020001a3e_GBL_1_4-30_41_235.png,19,27,100.0,23,NG
2450ap020001a3e_GBL_1_4-30_41_238.png,29,27,100.0,29,NG
2450ap020001a3e_GBL_1_4-30_41_243.png,19,24,100.0,24,NG
2450ap020001a3e_GBL_1_4-30_41_28.png,10,38,0.3032051282051282,10,NG
2450ap020001a3e_GBL_1_4-30_41_388.png,58,17,100.0,59,NG
2450ap020001a3e_GBL_1_4-30_41_393.png,16,37,0.5553125,18,NG
2450ap020001a3e_GBL_1_4-30_41_75.png,22,27,100.0,18,NG
2450ap020001a3e_GBL_1_4-30_41_76.png,27,14,100.0,23,NG
2450ap020001a3e_GBL_1_7-11_192_34.png,13,21,0.41488933601609657,18,NG
2450ap020001a3e_GBL_1_7-11_192_38.png,17,21,100.0,31,NG
2450ap020001a3e_GBL_1_7-11_192_51.png,25,28,0.7466422466422467,36,NG
2450ap020001a3e_GBL_1_7-11_192_78.png,19,20,100.0,27,NG
2450ap020001a3e_GBL_1_7-11_192_85.png,17,19,100.0,30,NG
2450ap020001a3e_GBL_1_7-11_220_8.png,10,27,0.5350923482849604,7,NG
2450ap020001a3e_GTL_1_4-30_103_36.png,19,25,0.541032733978792,21,NG
2450ap020001a3e_GTL_1_4-30_103_37.png,14,28,0.39566630552546045,12,NG
2450ap020001a3e_GTL_1_4-30_103_74.png,26,13,0.6398390342052314,23,NG
2450ap020001a3e_GTL_1_4-30_103_75.png,36,27,100.0,30,NG
2450ap020001a3e_GTL_1_4-30_104_82.png,38,22,100.0,38,NG
2450ap020001a3e_GTL_1_4-30_104_94.png,33,34,100.0,35,NG
2450ap020001a3e_GTL_1_4-30_104_95.png,27,18,100.0,27,NG
2450ap020001a3e_GTL_1_4-30_104_99.png,8,25,0.5242914979757085,11,NG
2450ap020001a3e_GTL_1_4-30_166_2.png,20,17,100.0,22,NG
2450ap020001a3e_GTL_1_4-30_166_22.png,24,18,0.9539622641509434,28,NG
2450ap020001a3e_GTL_1_4-30_166_3.png,16,26,100.0,17,NG
2450ap020001a3e_GTL_1_4-30_166_4.png,32,31,100.0,31,NG
2450ap020001a3e_GTL_1_4-30_166_8.png,35,30,100.0,34,NG
2450ap020001a3e_GTL_1_4-30_167_13.png,40,18,0.9846691769768693,16,NG
2450ap020001a3e_GTL_1_4-30_41_109.png,35,17,100.0,34,NG
2450ap020001a3e_GTL_1_4-30_41_110.png,36,18,100.0,36,NG
2450ap020001a3e_GTL_1_4-30_41_117.png,38,23,100.0,37,NG
2450ap020001a3e_GTL_1_4-30_41_118.png,21,29,100.0,17,NG
2450ap020001a3e_GTL_1_4-30_41_135.png,31,23,100.0,30,NG
2450ap020001a3e_GTL_1_4-30_41_143.png,43,25,100.0,42,NG
2450ap020001a3e_GTL_1_4-30_41_152.png,39,28,100.0,40,NG
2450ap020001a3e_GTL_1_4-30_41_160.png,33,14,0.9195109526235354,35,NG
2450ap020001a3e_GTL_1_4-30_42_53.png,20,27,0.9555803571428572,40,NG
2450ap020001a3e_GTL_1_4-30_42_57.png,26,17,100.0,28,NG
2450ap020001a3e_GTL_1_4-30_42_61.png,18,36,0.6806100217864923,18,NG
2450ap020001a3e_GTL_1_4-30_42_64.png,28,17,100.0,30,NG
2450ap040003a4c_GTL_0_4-23_212_13.png,5,37,0.20611439842209073,5,NG
2450ap040004a0e-1_GTL_1_4-20y_109_3.png,39,16,0.9221768202080238,49,NG
2450ap040007a1e_GTL_0_7-11a_120_138.png,3,23,0.06448412698412699,2,NG
2450ap040007a1e_GTL_0_7-11a_120_45.png,2,25,0.075,2,NG
2450ap040007a1e_GTL_0_7-11a_120_46.png,2,26,0.06680327868852459,2,NG
2450ap040007a1e_GTL_0_7-11a_120_72.png,3,29,0.05758196721311475,3,NG
2450ap040007a1e_GTL_0_7-11a_188_16.png,4,28,0.054838709677419356,2,NG
2450ap040009a0e_GBL_1_7-4v_103_477.png,33,15,0.7158163265306122,31,NG
2450ap040009a0e_GBL_1_7-4v_10_356.png,41,21,0.7392578125,40,NG
2450ap040009a0e_GBL_1_7-4v_10_367.png,42,21,0.5919230769230769,40,NG
2450ap040009a0e_GBL_1_7-4v_10_413.png,48,12,0.819375,48,NG
2450ap040009a0e_GBL_1_7-4v_123_899.png,31,31,0.6995967741935484,31,NG
2450ap040009a0e_GBL_1_7-4v_13_1353.png,17,12,0.2999293036408625,17,NG
2450ap040009a0e_GBL_1_7-4v_25_43.png,10,2,0.32868852459016396,18,NG
2450ap040013a0e_GTL_1_4-15_51_154.png,53,28,0.08875,57,NG
2450ap040025a2c_GTL_1_5-14z_67_3.png,15,19,0.5398089171974523,9,NG
2450ap040040a0e_GBL_1_5-23_35_6.png,34,23,0.6914715719063546,33,NG
2450ap040145a0c_GTL_0_6-13_207_1.png,4,18,0.07150735294117647,3,NG
2450ep040049a0e_GBL_1_4-13a_81_1.png,35,11,0.43390625,35,NG
2450ep040054a0e_GBL_1_5-12y_67_7.png,7,9,0.48819330038440417,6,NG
2450ep040054a0e_GTL_1_5-12y_71_4.png,13,25,0.24425666754687086,15,NG
2450ep040063a0e_GBL_1_5-13_61_22.png,16,12,0.2815573770491803,18,NG
2450ep040099a0e_GBL_1_7-5_31_1221.png,32,22,0.6478125,32,NG
2450ep040099a0e_GBL_1_7-5_31_1237.png,37,25,0.43203125,37,NG
2450ep040099a0e_GBL_1_7-5_31_1247.png,28,20,0.70109375,30,NG
2450ep040099a0e_GBL_1_7-5_31_898.png,48,32,0.060625,60,NG
2450ep040099a0e_GTL_1_7-5_9_50.png,32,20,1.2176470588235293,32,NG
342w114-2_L4_0607_a3060702-l4-l5_23_1.png,2,5,0.16874443455031166,2,NG
77777p040169a0e_GBL_3_5-15_111_3.png,12,31,0.2640625,4,NG
77777p040171a0e_GBL_2_4-24e_75_23.png,3,23,0.33375,7,NG
77777p040190a0e_GTL_0_4-29_27_7.png,9,6,0.16810035842293908,8,NG
b03304ee0207ea_02S_0_A220216095-0449-23_36_8.png,1,12,0.09818181818181818,1,NG
b03404ee0007be_02S_0_A210402035-0183-23_3_123.png,10,23,0.31022727272727274,10,NG
b03404ee0007be_02S_0_A210402035-0183-23_3_124.png,13,4,0.20825,9,NG
b03404ee0007be_02S_0_A210402035-0183-23_3_42.png,5,24,0.3927108927108927,4,NG
b03404ee0080cc_02S_0_a220301064-0292-23aa_42_148.png,9,9,0.1535941019864837,8,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_100.png,28,25,100.0,29,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_111.png,40,27,100.0,40,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_113.png,41,32,100.0,41,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_132.png,45,23,100.0,44,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_146.png,34,26,100.0,39,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_153.png,44,23,100.0,42,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_158.png,26,21,100.0,31,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_44.png,34,20,100.0,37,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_50.png,38,25,100.0,39,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_64.png,38,27,100.0,35,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_99.png,39,23,100.0,40,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_180.png,21,14,100.0,18,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_181.png,22,14,100.0,22,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_183.png,24,16,100.0,24,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_186.png,34,20,100.0,35,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_199.png,43,14,100.0,35,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_200.png,34,20,100.0,35,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_201.png,36,20,100.0,38,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_202.png,38,24,100.0,39,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_215.png,35,16,100.0,33,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_223.png,49,18,100.0,50,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_224.png,35,27,100.0,36,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_225.png,37,23,100.0,37,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_229.png,36,21,100.0,36,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_231.png,32,25,0.491875,32,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_232.png,32,23,0.51546875,32,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_237.png,24,14,100.0,21,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_242.png,39,20,100.0,36,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_249.png,34,20,100.0,36,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_250.png,30,23,100.0,31,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_253.png,29,19,100.0,34,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_263.png,33,27,0.49375,33,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_267.png,35,20,100.0,30,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_268.png,36,20,100.0,36,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_269.png,38,20,100.0,38,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_274.png,33,22,100.0,32,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_276.png,41,24,100.0,40,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_278.png,25,21,100.0,23,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_281.png,29,22,100.0,35,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_290.png,43,20,100.0,42,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_300.png,33,25,100.0,33,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_301.png,25,18,100.0,26,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_302.png,38,26,100.0,34,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_306.png,41,17,100.0,42,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_307.png,35,22,100.0,46,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_309.png,44,25,100.0,44,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_310.png,34,26,100.0,34,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_315.png,20,25,0.3855149000377216,20,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_319.png,30,21,100.0,32,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_325.png,36,24,100.0,40,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_327.png,38,21,100.0,34,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_334.png,43,29,100.0,38,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_340.png,28,23,100.0,32,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_341.png,25,22,100.0,25,NG
b03904ee0039dc_03S_0_A210828002-0008-23_63_343.png,38,20,100.0,37,NG
b03a04ee0048cb_02S_0_A210329017-0080-23_9_2023.png,32,3,0.6261574074074074,32,NG
b03a04ee0048cb_02S_0_A210329017-0080-23_9_2024.png,32,2,0.6481481481481481,32,NG
b03a04ee0048cb_02S_0_A210329017-0080-23_9_2025.png,24,5,0.8555851063829787,24,NG
