File Name,ahash,phash,dhash,label
14a890202k0_L13_0123b_012610a_161_0_ROI0_OPOK.png,53,5,25,NG
14a890202k0_L13_0123b_012610a_162_0_ROI0_OPOK.png,54,5,25,NG
14a890202k0_L13_0123b_012610a_199_1_ROI0_OPOK.png,51,7,32,NG
14a890202k0_L13_0123b_012610a_200_0_ROI0_OPOK.png,55,7,27,NG
14a890202k0_L13_0123b_012610a_208_1_ROI1_OPOK.png,15,1,9,NG
14a890202k0_L13_0123b_012610a_20_0_ROI0_OPOK.png,51,5,26,NG
14a890202k0_L13_0123b_012610a_220_10_ROI0_OPOK.png,57,7,27,NG
14a890202k0_L13_0123b_012610a_226_0_ROI0_OPOK.png,55,6,26,NG
14a890202k0_L13_0123b_012610a_237_5_ROI0_OPOK.png,49,8,25,NG
14a890202k0_L13_0123b_012610a_252_0_ROI0_OPOK.png,54,7,24,NG
14a890202k0_L13_0123b_012610a_260_0_ROI0_OPOK.png,55,7,28,NG
14a890202k0_L13_0123b_012610a_269_0_ROI0_OPOK.png,54,6,26,NG
14a890202k0_L13_0123b_012610a_277_3_ROI0_OPOK.png,46,6,23,NG
14a890202k0_L13_0123b_012610a_292_9_ROI0_OPOK.png,5,5,29,NG
14a890202k0_L13_0123b_012610a_308_6_ROI2_OPOK.png,4,3,26,NG
14a890202k0_L13_0123b_012610a_310_3_ROI0_OPOK.png,57,6,29,NG
14a890202k0_L13_0123b_012610a_316_0_ROI0_OPOK.png,52,9,29,NG
14a890202k0_L13_0123b_012610a_318_0_ROI2_OPOK.png,54,8,28,NG
14a890202k0_L13_0123b_012610a_318_1_ROI0_OPOK.png,4,8,28,NG
14a890202k0_L13_0123b_012610a_319_5_ROI0_OPOK.png,55,7,28,NG
14a890202k0_L13_0123b_012610a_325_0_ROI0_OPOK.png,49,8,26,NG
14a890202k0_L13_0123b_012610a_326_0_ROI0_OPOK.png,54,7,29,NG
14a890202k0_L13_0123b_012610a_333_0_ROI0_OPOK.png,8,7,20,NG
14a890202k0_L13_0123b_012610a_334_1_ROI0_OPOK.png,45,3,29,NG
14a890202k0_L13_0123b_012610a_337_0_ROI0_OPOK.png,54,6,30,NG
14a890202k0_L13_0123b_012610a_342_0_ROI0_OPOK.png,52,6,23,NG
14a890202k0_L13_0123b_012610a_342_3_ROI0_OPOK.png,51,7,26,NG
14a890202k0_L13_0123b_012610a_361_1_ROI0_OPOK.png,49,7,29,NG
14a890202k0_L13_0123b_012610a_362_1_ROI0_OPOK.png,53,8,24,NG
14a890202k0_L13_0123b_012610a_36_0_ROI0_OPOK.png,55,8,27,NG
14a890202k0_L13_0123b_012610a_378_1_ROI0_OPOK.png,9,8,26,NG
14a890202k0_L13_0123b_012610a_387_0_ROI0_OPOK.png,56,8,25,NG
14a890202k0_L13_0123b_012610a_389_3_ROI0_OPOK.png,55,6,24,NG
14a890202k0_L13_0123b_012610a_391_0_ROI2_OPOK.png,50,8,27,NG
14a890202k0_L13_0123b_012610a_392_0_ROI0_OPOK.png,55,8,30,NG
14a890202k0_L13_0123b_012610a_394_6_ROI0_OPOK.png,54,8,27,NG
14a890202k0_L13_0123b_012610a_395_0_ROI0_OPOK.png,54,8,29,NG
14a890202k0_L13_0123b_012610a_399_1_ROI0_OPOK.png,13,10,27,NG
14a890202k0_L13_0123b_012610a_405_1_ROI0_OPOK.png,9,6,24,NG
14a890202k0_L13_0123b_012610a_406_0_ROI0_OPOK.png,54,8,28,NG
14a890202k0_L13_0123b_012610a_413_1_ROI0_OPOK.png,54,7,25,NG
14a890202k0_L13_0123b_012610a_416_0_ROI0_OPOK.png,54,4,26,NG
14a890202k0_L13_0123b_012610a_418_1_ROI0_OPOK.png,54,8,26,NG
14a890202k0_L13_0123b_012610a_426_5_ROI1_OPOK.png,7,7,29,NG
14a890202k0_L13_0123b_012610a_47_0_ROI0_OPOK.png,54,5,30,NG
14a890202k0_L13_0123b_012610a_49_0_ROI0_OPOK.png,15,8,23,NG
14a890202k0_L13_0123b_012610a_62_0_ROI0_OPOK.png,50,8,31,NG
14a890202k0_L13_0123b_012610a_74_0_ROI0_OPOK.png,54,9,28,NG
14a890202k0_L13_0123b_012610a_81_0_ROI0_OPOK.png,52,7,26,NG
14a890202k0_L4_0123b_012507b_104_6_ROI0_OPOK.png,53,8,28,NG
14a890202k0_L4_0123b_012507b_54_17_ROI0_OPOK.png,53,9,26,NG
14a890202k0_L4_0123b_012507b_63_2_ROI0_OPOK.png,45,14,29,NG
14a890202k0_L4_0123b_012507b_64_6_ROI0_OPOK.png,15,13,22,NG
14a890202k0_L4_0123b_012613a_113_2_ROI0_OPOK.png,55,8,25,NG
14a890202k0_L4_0123b_012613a_129_2_ROI0_OPOK.png,2,4,15,NG
14a890202k0_L4_0123b_012613a_144_6_ROI0_OPOK.png,52,9,26,NG
14a890202k0_L4_0123b_012613a_144_7_ROI0_OPOK.png,54,6,29,NG
14a890202k0_L4_0123b_012613a_168_1_ROI0_OPOK.png,52,6,26,NG
14a890202k0_L4_0123b_012613a_292_4_ROI0_OPOK.png,51,8,23,NG
14a890202k0_L4_0123b_012613a_337_13_ROI0_OPOK.png,57,9,25,NG
14a890202k0_L4_0123b_012613a_343_6_ROI0_OPOK.png,26,11,20,NG
14a890202k0_L4_0123b_012613a_344_5_ROI0_OPOK.png,38,6,27,NG
14a890202k0_L4_0123b_012613a_344_8_ROI0_OPOK.png,33,14,34,NG
14a890202k0_L4_0123b_012613a_345_11_ROI1_OPOK.png,48,10,33,NG
14a890202k0_L4_0123b_012613a_345_14_ROI3_OPOK.png,46,11,28,NG
14a890202k0_L4_0123b_012613a_345_18_ROI0_OPOK.png,40,4,24,NG
14a890202k0_L4_0123b_012613a_356_9_ROI0_OPOK.png,52,8,26,NG
14a890202k0_L6_0123b_012616a_142_3_ROI0_OPOK.png,15,21,23,NG
14a890202k0_L6_0123b_012616a_154_71_ROI0_OPOK.png,19,14,24,NG
14a890202k0_L6_0123b_012616a_155_25_ROI0_OPOK.png,19,7,27,NG
14a890202k0_L6_0123b_012616a_157_79_ROI0_OPOK.png,21,17,21,NG
14a890202k0_L6_0123b_012616a_157_91_ROI0_OPOK.png,20,13,25,NG
14a890202k0_L6_0123b_012616a_159_36_ROI0_OPOK.png,30,18,25,NG
14a890202k0_L6_0123b_012616a_162_23_ROI0_OPOK.png,23,17,28,NG
14a890202k0_L6_0123b_012616a_184_17_ROI0_OPOK.png,9,14,35,NG
14a890202k0_L6_0123b_012616a_190_7_ROI2_OPOK.png,6,21,22,NG
14a890202k0_L6_0123b_012616a_211_36_ROI0_OPOK.png,32,12,29,NG
14a890202k0_L6_0123b_012616a_237_29_ROI0_OPOK.png,46,25,29,NG
14a890202k0_L6_0123b_012616a_242_50_ROI0_OPOK.png,32,35,25,NG
14a890202k0_L6_0123b_012616a_280_27_ROI0_OPOK.png,28,10,20,NG
14a890202k0_L6_0123b_012616a_292_32_ROI0_OPOK.png,25,27,18,NG
14a890202k0_L6_0123b_012616a_293_32_ROI0_OPOK.png,37,20,21,NG
14a890202k0_L6_0123b_012616a_368_121_ROI0_OPOK.png,25,28,22,NG
14a890202k0_L6_0123b_012616a_368_153_ROI0_OPOK.png,24,3,21,NG
14a890202k0_L7_0123b_012616a_162_95_ROI0_OPOK.png,34,16,25,NG
14a890202k0_L7_0123b_012616a_213_104_ROI0_OPOK.png,27,30,30,NG
14a890202k0_L7_0123b_012616a_213_59_ROI0_OPOK.png,17,10,34,NG
14haw62a1_L10_0_0801b_11_16.png,12,20,22,NG
14haw62a1_L10_0_0801b_12_24.png,12,19,12,NG
14haw62a1_L10_0_0801b_15_12.png,15,9,6,NG
14haw62a1_L10_0_0801b_15_19.png,15,20,6,NG
14haw62a1_L10_0_0801b_16_24.png,18,14,18,NG
14haw62a1_L10_0_0801b_17_11.png,16,10,7,NG
14haw62a1_L10_0_0801b_17_14.png,21,27,18,NG
14haw62a1_L10_0_0801b_17_16.png,18,15,8,NG
14haw62a1_L10_0_0801b_17_32.png,11,11,8,NG
14haw62a1_L10_0_0801b_18_16.png,18,16,10,NG
14haw62a1_L10_0_0801b_18_32.png,17,17,10,NG
14haw62a1_L10_0_0801b_19_24.png,24,25,17,NG
14haw62a1_L10_0_0801b_19_56.png,15,15,8,NG
14haw62a1_L10_0_0801b_20_14.png,20,23,15,NG
14haw62a1_L10_0_0801b_21_13.png,21,23,11,NG
14haw62a1_L10_0_0801b_21_14.png,24,29,15,NG
14haw62a1_L10_0_0801b_21_17.png,19,0,7,NG
14haw62a1_L10_0_0801b_21_18.png,18,14,7,NG
14haw62a1_L10_0_0801b_21_45.png,21,28,13,NG
14haw62a1_L10_0_0801b_21_50.png,17,13,8,NG
14haw62a1_L10_0_0801b_22_15.png,20,10,7,NG
14haw62a1_L10_0_0801b_22_17.png,29,31,19,NG
14haw62a1_L10_0_0801b_22_63.png,19,19,7,NG
14haw62a1_L10_0_0801b_22_65.png,13,12,12,NG
14haw62a1_L10_0_0801b_23_17.png,24,28,18,NG
14haw62a1_L10_0_0801b_23_18.png,22,0,15,NG
14haw62a1_L10_0_0801b_23_19.png,18,10,9,NG
14haw62a1_L10_0_0801b_23_44.png,12,12,9,NG
14haw62a1_L10_0_0801b_23_49.png,19,22,13,NG
14haw62a1_L10_0_0801b_23_57.png,11,18,11,NG
14haw62a1_L10_0_0801b_23_61.png,21,15,4,NG
14haw62a1_L10_0_0801b_23_62.png,14,20,9,NG
14haw62a1_L10_0_0801b_23_70.png,9,17,13,NG
14haw62a1_L10_0_0801b_23_72.png,11,19,12,NG
14haw62a1_L10_0_0801b_24_23.png,24,29,17,NG
14haw62a1_L10_0_0801b_24_25.png,18,17,9,NG
14haw62a1_L10_0_0801b_24_31.png,14,16,5,NG
14haw62a1_L10_0_0801b_24_60.png,9,23,14,NG
14haw62a1_L10_0_0801b_25_49.png,11,9,15,NG
14haw62a1_L10_0_0801b_25_60.png,21,21,7,NG
14haw62a1_L10_0_0801b_26_15.png,17,8,8,NG
14haw62a1_L10_0_0801b_26_26.png,7,16,8,NG
14haw62a1_L10_0_0801b_26_37.png,10,21,16,NG
14haw62a1_L10_0_0801b_26_44.png,16,23,5,NG
14haw62a1_L10_0_0801b_26_51.png,7,17,12,NG
14haw62a1_L10_0_0801b_27_14.png,19,14,12,NG
14haw62a1_L10_0_0801b_27_20.png,27,33,18,NG
14haw62a1_L10_0_0801b_27_54.png,16,15,5,NG
14haw62a1_L10_0_0801b_27_59.png,15,15,15,NG
14haw62a1_L10_0_0801b_28_26.png,18,16,10,NG
14haw62a1_L10_0_0801b_28_62.png,14,12,9,NG
14haw62a1_L10_0_0801b_28_65.png,12,19,12,NG
14haw62a1_L10_0_0801b_29_37.png,13,24,11,NG
14haw62a1_L10_0_0801b_29_41.png,12,25,9,NG
14haw62a1_L10_0_0801b_2_15.png,25,27,16,NG
14haw62a1_L10_0_0801b_32_26.png,17,13,9,NG
14haw62a1_L10_0_0801b_34_42.png,17,11,9,NG
14haw62a1_L10_0_0801b_35_34.png,10,9,6,NG
14haw62a1_L10_0_0801b_36_16.png,19,11,7,NG
14haw62a1_L10_0_0801b_37_35.png,12,20,10,NG
14haw62a1_L10_0_0801b_39_38.png,12,17,12,NG
14haw62a1_L10_0_0801b_3_15.png,19,16,7,NG
14haw62a1_L10_0_0801b_40_34.png,16,11,10,NG
14haw62a1_L10_0_0801b_40_44.png,14,10,11,NG
14haw62a1_L10_0_0801b_40_51.png,11,10,8,NG
14haw62a1_L10_0_0801b_41_44.png,19,18,11,NG
14haw62a1_L10_0_0801b_42_18.png,12,15,11,NG
14haw62a1_L10_0_0801b_42_32.png,21,7,17,NG
14haw62a1_L10_0_0801b_42_40.png,16,28,14,NG
14haw62a1_L10_0_0801b_42_47.png,13,18,4,NG
14haw62a1_L10_0_0801b_42_49.png,13,14,8,NG
14haw62a1_L10_0_0801b_42_51.png,11,31,10,NG
14haw62a1_L10_0_0801b_43_11.png,19,19,9,NG
14haw62a1_L10_0_0801b_43_16.png,17,0,7,NG
14haw62a1_L10_0_0801b_43_27.png,15,22,24,NG
14haw62a1_L10_0_0801b_43_49.png,15,24,17,NG
14haw62a1_L10_0_0801b_43_54.png,20,16,10,NG
14haw62a1_L10_0_0801b_43_58.png,15,14,5,NG
14haw62a1_L10_0_0801b_43_59.png,12,17,10,NG
14haw62a1_L10_0_0801b_45_18.png,19,19,10,NG
14haw62a1_L10_0_0801b_45_25.png,21,18,7,NG
14haw62a1_L10_0_0801b_45_27.png,13,15,24,NG
14haw62a1_L10_0_0801b_45_34.png,12,29,9,NG
14haw62a1_L10_0_0801b_45_65.png,15,26,13,NG
14haw62a1_L10_0_0801b_45_79.png,20,19,13,NG
14haw62a1_L10_0_0801b_48_26.png,15,28,13,NG
14haw62a1_L10_0_0801b_48_31.png,16,15,6,NG
14haw62a1_L10_0_0801b_4_18.png,15,17,5,NG
14haw62a1_L10_0_0801b_6_17.png,14,24,22,NG
166sc80-4bf2-sy_L2_0607_a3060707-l3-l2_102_1.png,52,13,25,NG
16h8wl9a4_L1_2_0803b_117_3.png,22,17,14,NG
16h8wl9a4_L1_2_0803b_153_3.png,27,16,16,NG
16h8wl9a4_L1_2_0803b_159_22.png,24,16,20,NG
16h8wl9a4_L8_2_0801a_211_71.png,40,32,31,NG
16h8wl9a4_L8_2_0803b_127_13.png,15,10,14,NG
16h8wx3a2_L8_0_0729a_25_25.png,21,14,15,NG
16h8wx3a2_L8_0_0729a_25_26.png,30,32,25,NG
16h8wx3a2_L8_0_0729a_26_11.png,17,20,25,NG
16h8wx3a2_L8_0_0729a_28_13.png,17,20,21,NG
16h8wx3a2_L8_0_0729a_29_18.png,18,15,18,NG
16h8wx3a2_L8_0_0729a_35_10.png,22,24,23,NG
16h8wx3a2_L8_0_0729a_38_10.png,21,25,18,NG
16h8wx3a2_L8_0_0729a_38_11.png,20,20,21,NG
16h8wx3a2_L8_0_0729a_39_7.png,19,20,25,NG
16h8wx3a2_L8_0_0729a_43_21.png,22,22,21,NG
16h8wx3a2_L8_0_0729a_43_23.png,20,26,19,NG
16h8wx3a2_L8_0_0729a_49_16.png,18,21,23,NG
16h8wx3a2_L8_0_0729a_49_17.png,20,24,22,NG
16h8wx3a2_L8_0_0729a_49_18.png,19,20,18,NG
16h8wx3a2_L8_0_0729a_49_19.png,29,27,28,NG
16h8wx3a2_L8_0_0730b_5_13.png,18,15,17,NG
16h8wx3a2_L8_0_0730b_5_14.png,14,19,21,NG
16h8wx3a2_L8_0_0730b_5_2.png,18,15,12,NG
16h8wx3a2_L8_0_0730b_5_3.png,22,16,9,NG
16h8wx3a2_L8_0_0730b_5_4.png,23,18,19,NG
18hawx0b6_L10_0_0730b_17_17.png,16,12,14,NG
18hawx0b6_L10_0_0730b_22_14.png,17,14,17,NG
18hawx0b6_L10_0_0730b_5_17.png,18,16,15,NG
18hawx0b6_L10_0_0730b_5_19.png,39,32,27,NG
18hawx0b6_L10_0_0730b_5_23.png,28,26,17,NG
18hawx0b6_L10_0_0730b_5_35.png,24,27,17,NG
18hawx0b6_L10_0_0730b_5_50.png,20,12,14,NG
18hawx0b6_L10_0_0730b_6_12.png,16,18,22,NG
18hawx0b6_L10_0_0730b_6_8.png,26,31,24,NG
18hawx0b6_L1_0_0730b_28_7.png,17,19,12,NG
18hawx0b6_L1_0_0730b_5_21.png,26,19,26,NG
18hawx0b6_L1_0_0730b_5_29.png,25,18,2,NG
18hawx0b6_L1_0_0730b_5_34.png,16,13,4,NG
18hawx0b6_L1_0_0730b_5_35.png,19,20,18,NG
18hawx0b6_L1_0_0730b_5_36.png,10,20,7,NG
18hawx0b6_L1_0_0730b_5_9.png,11,11,6,NG
18hawx0b6_L1_0_0730b_6_12.png,25,17,10,NG
18hawx0b6_L1_0_0730b_6_20.png,26,12,7,NG
18hawx0b6_L1_0_0730b_6_23.png,22,19,10,NG
18hawx0b6_L1_0_0730b_6_37.png,22,20,9,NG
18hawx0b6_L1_0_0730b_9_15.png,23,30,12,NG
18hawx0b6_L1_0_0730b_9_16.png,25,28,14,NG
18hawx0b6_L1_0_0730b_9_17.png,19,12,12,NG
18hawx0b6_L1_0_0730b_9_20.png,9,15,4,NG
18hawx0b6_L1_0_0730b_9_25.png,28,21,20,NG
18hawx0b6_L1_0_0730b_9_29.png,9,19,12,NG
18hawx0b6_L1_0_0730b_9_34.png,22,12,12,NG
18hawx0b6_L1_0_0730b_9_8.png,19,11,5,NG
20m8w76a3_L8_0_0801b_31_10.png,15,21,15,NG
20m8w76a3_L8_0_0801b_31_35.png,4,9,16,NG
20m8w76a3_L8_0_0801b_32_6.png,7,3,11,NG
2450ap020001a3e_GBL_1_4-30_104_25.png,16,1,21,NG
2450ap020001a3e_GBL_1_4-30_41_164.png,33,25,32,NG
2450ap020001a3e_GBL_1_4-30_41_196.png,25,6,19,NG
2450ap020001a3e_GBL_1_4-30_41_212.png,42,17,34,NG
2450ap020001a3e_GBL_1_4-30_41_219.png,23,20,24,NG
2450ap020001a3e_GBL_1_4-30_41_228.png,36,4,38,NG
2450ap020001a3e_GBL_1_4-30_41_231.png,29,3,20,NG
2450ap020001a3e_GBL_1_4-30_41_235.png,19,1,27,NG
2450ap020001a3e_GBL_1_4-30_41_238.png,29,4,35,NG
2450ap020001a3e_GBL_1_4-30_41_243.png,19,1,24,NG
2450ap020001a3e_GBL_1_4-30_41_28.png,10,11,38,NG
2450ap020001a3e_GBL_1_4-30_41_388.png,58,2,17,NG
2450ap020001a3e_GBL_1_4-30_41_390.png,59,2,27,NG
2450ap020001a3e_GBL_1_4-30_41_392.png,35,16,41,NG
2450ap020001a3e_GBL_1_4-30_41_393.png,16,14,34,NG
2450ap020001a3e_GBL_1_4-30_41_75.png,22,1,35,NG
2450ap020001a3e_GBL_1_4-30_41_76.png,27,4,14,NG
2450ap020001a3e_GBL_1_4-30_41_77.png,27,7,21,NG
2450ap020001a3e_GBL_1_4-30_41_78.png,43,8,28,NG
2450ap020001a3e_GBL_1_7-11_192_34.png,13,14,23,NG
2450ap020001a3e_GBL_1_7-11_192_38.png,17,19,23,NG
2450ap020001a3e_GBL_1_7-11_192_39.png,16,30,21,NG
2450ap020001a3e_GBL_1_7-11_192_45.png,12,20,27,NG
2450ap020001a3e_GBL_1_7-11_192_51.png,25,19,28,NG
2450ap020001a3e_GBL_1_7-11_192_78.png,19,20,21,NG
2450ap020001a3e_GBL_1_7-11_192_85.png,17,26,14,NG
2450ap020001a3e_GBL_1_7-11_220_8.png,10,15,27,NG
2450ap020001a3e_GTL_1_4-30_103_36.png,19,23,22,NG
2450ap020001a3e_GTL_1_4-30_103_37.png,14,17,28,NG
2450ap020001a3e_GTL_1_4-30_103_74.png,26,16,13,NG
2450ap020001a3e_GTL_1_4-30_103_75.png,36,3,27,NG
2450ap020001a3e_GTL_1_4-30_103_85.png,15,22,33,NG
2450ap020001a3e_GTL_1_4-30_104_109.png,16,23,25,NG
2450ap020001a3e_GTL_1_4-30_104_111.png,13,22,17,NG
2450ap020001a3e_GTL_1_4-30_104_47.png,23,18,25,NG
2450ap020001a3e_GTL_1_4-30_104_82.png,38,25,22,NG
2450ap020001a3e_GTL_1_4-30_104_94.png,33,29,33,NG
2450ap020001a3e_GTL_1_4-30_104_95.png,27,24,13,NG
2450ap020001a3e_GTL_1_4-30_104_99.png,8,23,21,NG
2450ap020001a3e_GTL_1_4-30_166_12.png,13,24,29,NG
2450ap020001a3e_GTL_1_4-30_166_2.png,20,21,17,NG
2450ap020001a3e_GTL_1_4-30_166_22.png,24,24,18,NG
2450ap020001a3e_GTL_1_4-30_166_3.png,16,32,27,NG
2450ap020001a3e_GTL_1_4-30_166_4.png,32,27,31,NG
2450ap020001a3e_GTL_1_4-30_166_8.png,35,15,27,NG
2450ap020001a3e_GTL_1_4-30_166_9.png,43,22,35,NG
2450ap020001a3e_GTL_1_4-30_167_13.png,40,16,18,NG
2450ap020001a3e_GTL_1_4-30_41_108.png,32,26,24,NG
2450ap020001a3e_GTL_1_4-30_41_109.png,35,27,18,NG
2450ap020001a3e_GTL_1_4-30_41_110.png,36,8,18,NG
2450ap020001a3e_GTL_1_4-30_41_117.png,38,16,23,NG
2450ap020001a3e_GTL_1_4-30_41_118.png,21,1,29,NG
2450ap020001a3e_GTL_1_4-30_41_125.png,32,1,27,NG
2450ap020001a3e_GTL_1_4-30_41_134.png,31,17,15,NG
2450ap020001a3e_GTL_1_4-30_41_135.png,31,0,23,NG
2450ap020001a3e_GTL_1_4-30_41_143.png,43,2,25,NG
2450ap020001a3e_GTL_1_4-30_41_152.png,39,1,28,NG
2450ap020001a3e_GTL_1_4-30_41_160.png,33,22,14,NG
2450ap020001a3e_GTL_1_4-30_41_162.png,47,2,26,NG
2450ap020001a3e_GTL_1_4-30_41_83.png,17,8,9,NG
2450ap020001a3e_GTL_1_4-30_42_14.png,21,28,26,NG
2450ap020001a3e_GTL_1_4-30_42_53.png,20,6,27,NG
2450ap020001a3e_GTL_1_4-30_42_57.png,26,8,17,NG
2450ap020001a3e_GTL_1_4-30_42_61.png,18,21,36,NG
2450ap020001a3e_GTL_1_4-30_42_64.png,28,3,17,NG
2450ap020001a3e_GTL_1_4-30_42_75.png,32,27,16,NG
2450ap020001a3e_GTL_1_4-30_42_76.png,39,17,25,NG
2450ap040003a4c_GTL_0_4-23_212_13.png,5,14,36,NG
2450ap040004a0e-1_GTL_1_4-20y_109_3.png,39,21,14,NG
2450ap040007a1e_GBL_0_7-11a_1_980.png,29,24,23,NG
2450ap040007a1e_GBL_0_7-11a_1_991.png,31,24,28,NG
2450ap040007a1e_GTL_0_7-11a_120_138.png,3,7,23,NG
2450ap040007a1e_GTL_0_7-11a_120_152.png,11,10,23,NG
2450ap040007a1e_GTL_0_7-11a_120_153.png,11,10,25,NG
2450ap040007a1e_GTL_0_7-11a_120_45.png,2,11,25,NG
2450ap040007a1e_GTL_0_7-11a_120_46.png,2,12,26,NG
2450ap040007a1e_GTL_0_7-11a_120_72.png,3,7,29,NG
2450ap040007a1e_GTL_0_7-11a_188_16.png,4,7,28,NG
2450ap040009a0e_GBL_1_7-4v_103_477.png,33,11,15,NG
2450ap040009a0e_GBL_1_7-4v_10_356.png,41,2,20,NG
2450ap040009a0e_GBL_1_7-4v_10_367.png,42,4,19,NG
2450ap040009a0e_GBL_1_7-4v_10_413.png,48,4,12,NG
2450ap040009a0e_GBL_1_7-4v_10_415.png,34,11,17,NG
2450ap040009a0e_GBL_1_7-4v_10_419.png,25,18,12,NG
2450ap040009a0e_GBL_1_7-4v_123_1077.png,16,23,12,NG
2450ap040009a0e_GBL_1_7-4v_123_899.png,31,33,34,NG
2450ap040009a0e_GBL_1_7-4v_13_1353.png,17,29,14,NG
2450ap040009a0e_GBL_1_7-4v_163_435.png,20,30,17,NG
2450ap040009a0e_GBL_1_7-4v_25_43.png,10,25,2,NG
2450ap040013a0e_GTL_1_4-15_51_154.png,53,5,28,NG
2450ap040025a2c_GTL_1_5-14z_67_3.png,15,9,14,NG
2450ap040040a0e_GBL_1_5-23_35_6.png,34,25,19,NG
2450ap040145a0c_GTL_0_6-13_207_1.png,4,17,18,NG
2450ep020065a1e_GTL_1_4-14_650_113.png,13,7,20,NG
2450ep020065a1e_GTL_1_4-14_985_13.png,45,6,24,NG
2450ep040049a0e_GBL_1_4-13a_81_1.png,35,16,11,NG
2450ep040054a0e_GBL_1_5-12y_67_7.png,7,12,8,NG
2450ep040054a0e_GTL_1_5-12y_71_4.png,13,14,25,NG
2450ep040063a0e_GBL_1_5-13_192_0.png,5,8,11,NG
2450ep040063a0e_GBL_1_5-13_291_10.png,2,11,26,NG
2450ep040063a0e_GBL_1_5-13_61_22.png,16,15,13,NG
2450ep040099a0e_GBL_1_7-5_31_1221.png,32,2,22,NG
2450ep040099a0e_GBL_1_7-5_31_1237.png,37,24,25,NG
2450ep040099a0e_GBL_1_7-5_31_1247.png,28,20,20,NG
2450ep040099a0e_GBL_1_7-5_31_1248.png,42,18,25,NG
2450ep040099a0e_GBL_1_7-5_31_1254.png,47,13,33,NG
2450ep040099a0e_GBL_1_7-5_31_898.png,48,11,32,NG
2450ep040099a0e_GTL_1_7-5_9_50.png,32,5,20,NG
342w097-7_L3_0405_a2052601-l2-l3_8_8.png,52,10,33,NG
342w114-2_L4_0607_a3060702-l4-l5_23_1.png,2,12,5,NG
77777p040169a0e_GBL_3_5-15_111_3.png,12,18,31,NG
77777p040171a0e_GBL_2_4-24e_75_23.png,3,11,23,NG
77777p040190a0e_GTL_0_4-29_27_7.png,9,18,6,NG
b03304ee0207ea_02S_0_A220216095-0449-23_36_8.png,1,3,12,NG
b03404ee0007be_02S_0_A210402035-0183-23_3_123.png,10,12,15,NG
b03404ee0007be_02S_0_A210402035-0183-23_3_124.png,13,8,4,NG
b03404ee0007be_02S_0_A210402035-0183-23_3_125.png,1,2,7,NG
b03404ee0007be_02S_0_A210402035-0183-23_3_126.png,12,18,9,NG
b03404ee0007be_02S_0_A210402035-0183-23_3_42.png,5,14,21,NG
b03404ee0080cc_02S_0_a220301064-0292-23aa_42_148.png,9,10,8,NG
b03904ee0039dc_02S_0_A210828002-0008-23_63_100.png,28,18,23,NG
